id,emoji,codepoints,name_en,name_ja,en_flag,importance,category,category_ja,subcategory,subcategory_ja,unicode_version,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,meaning_ja,usage_ja,impression_ja,class_ja,hidden_variant,variant_kind
28,😝,1F61D,squinting face with tongue,目を閉じてべー,,3,Smileys & Emotion,顔文字と感情,face-tongue,舌を出す顔,0.6,28,independent,independent,1,squinting face with tongue,目を閉じてべー;舌;顔;笑顔,閉じた目;舌;大きな口;黄色;くしゃっと,チャット;返信;SNS;冗談;からかい;ふざける,いたずら;冗談;からかい;おちゃらけ;勝ち気,楽しい;面白い;おちゃめ;ふざけた;得意,舌を出す;からかう;ふざける;笑う,,目を閉じてべー;舌;顔;笑顔;閉じた目;大きな口;黄色;くしゃっと;チャット;返信;SNS;冗談;からかい;ふざける;いたずら;おちゃらけ;勝ち気;楽しい;面白い;おちゃめ;得意;舌を出す;笑う,目を閉じてべー;舌;顔;笑顔;いたずら;冗談;からかい;おちゃらけ;勝ち気,チャット;返信;SNS;冗談;からかい;ふざける;舌を出す;からかう;笑う,閉じた目;舌;大きな口;黄色;くしゃっと;楽しい;面白い;おちゃめ;ふざけた;得意,顔文字と感情;舌を出す顔,,
29,🤑,1F911,money-mouth face,お金の顔,,3,Smileys & Emotion,顔文字と感情,face-tongue,舌を出す顔,1,29,independent,independent,1,money-mouth face,お金の顔;金の顔;顔;お金,ドル;舌;緑;お札;目がドル;黄色,お金;買い物;仕事;投資;報酬;セール;チャット,金運;欲しい;儲け;利益;大金;欲望;リッチ,嬉しい;欲しい;ワクワク;得意;ニヤニヤ,稼ぐ;買う;儲ける;欲しがる,お金;投資;ビジネス,お金の顔;金の顔;顔;お金;ドル;舌;緑;お札;目がドル;黄色;買い物;仕事;投資;報酬;セール;チャット;金運;欲しい;儲け;利益;大金;欲望;リッチ;嬉しい;ワクワク;得意;ニヤニヤ;稼ぐ;買う;儲ける;ビジネス,お金の顔;金の顔;顔;お金;金運;欲しい;儲け;利益;大金;欲望;リッチ,お金;買い物;仕事;投資;報酬;セール;チャット;稼ぐ;買う;儲ける;欲しがる;ビジネス,ドル;舌;緑;お札;目がドル;黄色;嬉しい;欲しい;ワクワク;得意;ニヤニヤ,顔文字と感情;舌を出す顔,,
30,🤗,1F917,smiling face with open hands,ハグ,,3,Smileys & Emotion,顔文字と感情,face-hand,手のある顔,1,30,independent,independent,1,smiling face with open hands,ハグ;笑顔;顔;開いた手,手;両手;笑った目;黄色;広げる,挨拶;お礼;慰め;応援;チャット;返信;SNS,歓迎;抱擁;やさしさ;受け入れる;安心;親しみ,嬉しい;あたたかい;安心;やさしい;かわいい;ほっこり,ハグする;抱きしめる;迎える;励ます,,ハグ;笑顔;顔;開いた手;手;両手;笑った目;黄色;広げる;挨拶;お礼;慰め;応援;チャット;返信;SNS;歓迎;抱擁;やさしさ;受け入れる;安心;親しみ;嬉しい;あたたかい;かわいい;ほっこり;ハグする;抱きしめる;迎える;励ます,ハグ;笑顔;顔;開いた手;歓迎;抱擁;やさしさ;受け入れる;安心;親しみ,挨拶;お礼;慰め;応援;チャット;返信;SNS;ハグする;抱きしめる;迎える;励ます,手;両手;笑った目;黄色;広げる;嬉しい;あたたかい;安心;やさしい;かわいい;ほっこり,顔文字と感情;手のある顔,,
31,🤭,1F92D,face with hand over mouth,口に手を当てた顔,,3,Smileys & Emotion,顔文字と感情,face-hand,手のある顔,5,31,independent,independent,1,face with hand over mouth,口に手;顔;笑顔;手,手;口を隠す;笑った目;黄色;隠す,チャット;返信;SNS;秘密;冗談;照れ;うっかり,内緒;照れ笑い;くすくす;失言;秘密;かわいげ,恥ずかしい;照れる;面白い;気まずい;かわいい,口を隠す;笑う;ごまかす;内緒にする,,口に手;顔;笑顔;手;口を隠す;笑った目;黄色;隠す;チャット;返信;SNS;秘密;冗談;照れ;うっかり;内緒;照れ笑い;くすくす;失言;かわいげ;恥ずかしい;照れる;面白い;気まずい;かわいい;笑う;ごまかす,口に手;顔;笑顔;手;内緒;照れ笑い;くすくす;失言;秘密;かわいげ,チャット;返信;SNS;秘密;冗談;照れ;うっかり;口を隠す;笑う;ごまかす;内緒にする,手;口を隠す;笑った目;黄色;隠す;恥ずかしい;照れる;面白い;気まずい;かわいい,顔文字と感情;手のある顔,,
32,🫢,1FAE2,face with open eyes and hand over mouth,目を開けて口に手を当てた顔,,3,Smileys & Emotion,顔文字と感情,face-hand,手のある顔,14,32,independent,independent,1,face with open eyes and hand over mouth,口に手;驚き顔;顔;手,手;開いた目;口を隠す;黄色;びっくり,チャット;返信;SNS;驚き;失言;秘密;ニュース,びっくり;しまった;言い過ぎ;内緒;予想外;気づき,驚く;焦る;気まずい;恥ずかしい;不安,口を隠す;驚く;気づく;黙る,,口に手;驚き顔;顔;手;開いた目;口を隠す;黄色;びっくり;チャット;返信;SNS;驚き;失言;秘密;ニュース;しまった;言い過ぎ;内緒;予想外;気づき;焦る;気まずい;恥ずかしい;不安;驚く;気づく;黙る,口に手;驚き顔;顔;手;びっくり;しまった;言い過ぎ;内緒;予想外;気づき,チャット;返信;SNS;驚き;失言;秘密;ニュース;口を隠す;驚く;気づく;黙る,手;開いた目;口を隠す;黄色;びっくり;驚く;焦る;気まずい;恥ずかしい;不安,顔文字と感情;手のある顔,,
33,🫣,1FAE3,face with peeking eye,指の間からのぞき見る顔,,3,Smileys & Emotion,顔文字と感情,face-hand,手のある顔,14,33,independent,independent,1,face with peeking eye,のぞき見る顔;顔;手;目,指の間;片目;手で隠す;黄色;ちらっ,チャット;返信;SNS;怖いもの見たさ;確認;恥ずかしい時,こっそり;怖いもの見たさ;気になる;恥ずかしい;見たいけど怖い,恥ずかしい;怖い;気になる;不安;ドキドキ,のぞく;隠れる;見る;確認する,,のぞき見る顔;顔;手;目;指の間;片目;手で隠す;黄色;ちらっ;チャット;返信;SNS;怖いもの見たさ;確認;恥ずかしい時;こっそり;気になる;見たいけど怖い;恥ずかしい;怖い;不安;ドキドキ;のぞく;隠れる;見る;確認する,のぞき見る顔;顔;手;目;こっそり;怖いもの見たさ;気になる;恥ずかしい;見たいけど怖い,チャット;返信;SNS;怖いもの見たさ;確認;恥ずかしい時;のぞく;隠れる;見る;確認する,指の間;片目;手で隠す;黄色;ちらっ;恥ずかしい;怖い;気になる;不安;ドキドキ,顔文字と感情;手のある顔,,
34,🤫,1F92B,shushing face,しーっ,,3,Smileys & Emotion,顔文字と感情,face-hand,手のある顔,5,34,independent,independent,1,shushing face,しーっ;静かに;顔;指,指;口元;丸い目;黄色;人差し指,秘密;静かにする;注意;チャット;返信;SNS;図書館,内緒;秘密;沈黙;静けさ;口止め;守秘,静か;慎重;秘密めいた;落ち着く,黙る;静かにする;秘密にする;口止めする,,しーっ;静かに;顔;指;口元;丸い目;黄色;人差し指;秘密;静かにする;注意;チャット;返信;SNS;図書館;内緒;沈黙;静けさ;口止め;守秘;静か;慎重;秘密めいた;落ち着く;黙る;秘密にする,しーっ;静かに;顔;指;内緒;秘密;沈黙;静けさ;口止め;守秘,秘密;静かにする;注意;チャット;返信;SNS;図書館;黙る;秘密にする;口止めする,指;口元;丸い目;黄色;人差し指;静か;慎重;秘密めいた;落ち着く,顔文字と感情;手のある顔,,
35,🤔,1F914,thinking face,考える顔,,3,Smileys & Emotion,顔文字と感情,face-hand,手のある顔,1,35,independent,independent,1,thinking face,考える顔;顔;考える;手,手をあごに当てる;眉;目;黄色;思案,質問;相談;確認;検討;チャット;返信;仕事;勉強,疑問;思考;検討;判断;迷い;推理;アイデア,悩む;気になる;不思議;慎重;真面目,考える;悩む;迷う;検討する;質問する,,考える顔;顔;考える;手;手をあごに当てる;眉;目;黄色;思案;質問;相談;確認;検討;チャット;返信;仕事;勉強;疑問;思考;判断;迷い;推理;アイデア;悩む;気になる;不思議;慎重;真面目;迷う;検討する;質問する,考える顔;顔;考える;手;疑問;思考;検討;判断;迷い;推理;アイデア,質問;相談;確認;検討;チャット;返信;仕事;勉強;考える;悩む;迷う;検討する;質問する,手をあごに当てる;眉;目;黄色;思案;悩む;気になる;不思議;慎重;真面目,顔文字と感情;手のある顔,,
36,🫡,1FAE1,saluting face,敬礼する顔,,3,Smileys & Emotion,顔文字と感情,face-hand,手のある顔,14,36,independent,independent,1,saluting face,敬礼;敬礼する顔;顔,手;額;まっすぐ;黄色;敬礼ポーズ,了解;報告;仕事;チーム;応援;チャット;返信;任務,了解;任せて;尊敬;忠誠;使命;責任;礼儀,真面目;頼もしい;誠実;前向き;きりっと,敬礼する;了解する;報告する;応援する,軍隊;制服;任務,敬礼;敬礼する顔;顔;手;額;まっすぐ;黄色;敬礼ポーズ;了解;報告;仕事;チーム;応援;チャット;返信;任務;任せて;尊敬;忠誠;使命;責任;礼儀;真面目;頼もしい;誠実;前向き;きりっと;敬礼する;了解する;軍隊;制服,敬礼;敬礼する顔;顔;了解;任せて;尊敬;忠誠;使命;責任;礼儀,了解;報告;仕事;チーム;応援;チャット;返信;任務;敬礼する;了解する;報告する;応援する;軍隊;制服,手;額;まっすぐ;黄色;敬礼ポーズ;真面目;頼もしい;誠実;前向き;きりっと,顔文字と感情;手のある顔,,
37,🤐,1F910,zipper-mouth face,口チャック,,3,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,1,37,independent,independent,1,zipper-mouth face,口チャック;口を閉じる顔;顔,ジッパー;チャック;閉じた口;黄色;無言,秘密;黙る;チャット;返信;SNS;内緒;言えない時,沈黙;守秘;口止め;秘密厳守;ノーコメント,気まずい;慎重;不安;黙っている;秘密めいた,黙る;口を閉じる;秘密にする;言わない,,口チャック;口を閉じる顔;顔;ジッパー;チャック;閉じた口;黄色;無言;秘密;黙る;チャット;返信;SNS;内緒;言えない時;沈黙;守秘;口止め;秘密厳守;ノーコメント;気まずい;慎重;不安;黙っている;秘密めいた;口を閉じる;秘密にする;言わない,口チャック;口を閉じる顔;顔;沈黙;守秘;口止め;秘密厳守;ノーコメント,秘密;黙る;チャット;返信;SNS;内緒;言えない時;口を閉じる;秘密にする;言わない,ジッパー;チャック;閉じた口;黄色;無言;気まずい;慎重;不安;黙っている;秘密めいた,顔文字と感情;中立・疑いの顔,,
38,🤨,1F928,face with raised eyebrow,眉を上げた顔,,3,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,5,38,independent,independent,1,face with raised eyebrow,眉を上げた顔;疑う顔;顔;眉,片眉;上がった眉;横目;黄色;しかめる,質問;確認;疑問;チャット;返信;SNS;怪しい時,疑い;違和感;不信;本当か;納得できない;ツッコミ,怪しい;疑わしい;不満;困惑;慎重,疑う;確認する;問い返す;見極める,,眉を上げた顔;疑う顔;顔;眉;片眉;上がった眉;横目;黄色;しかめる;質問;確認;疑問;チャット;返信;SNS;怪しい時;疑い;違和感;不信;本当か;納得できない;ツッコミ;怪しい;疑わしい;不満;困惑;慎重;疑う;問い返す;見極める,眉を上げた顔;疑う顔;顔;眉;疑い;違和感;不信;本当か;納得できない;ツッコミ,質問;確認;疑問;チャット;返信;SNS;怪しい時;疑う;確認する;問い返す;見極める,片眉;上がった眉;横目;黄色;しかめる;怪しい;疑わしい;不満;困惑;慎重,顔文字と感情;中立・疑いの顔,,
39,😐,1F610,neutral face,ポーカーフェイス,,3,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,0.7,39,independent,independent,1,neutral face,ポーカーフェイス;無表情;顔,まっすぐな口;丸い目;黄色;平ら;表情なし,返信;チャット;SNS;反応;微妙;様子見,無反応;中立;沈黙;ノーコメント;普通;何とも言えない,冷静;微妙;無感情;困る;淡々,黙る;様子を見る;反応しない,,ポーカーフェイス;無表情;顔;まっすぐな口;丸い目;黄色;平ら;表情なし;返信;チャット;SNS;反応;微妙;様子見;無反応;中立;沈黙;ノーコメント;普通;何とも言えない;冷静;無感情;困る;淡々;黙る;様子を見る;反応しない,ポーカーフェイス;無表情;顔;無反応;中立;沈黙;ノーコメント;普通;何とも言えない,返信;チャット;SNS;反応;微妙;様子見;黙る;様子を見る;反応しない,まっすぐな口;丸い目;黄色;平ら;表情なし;冷静;微妙;無感情;困る;淡々,顔文字と感情;中立・疑いの顔,,
40,😑,1F611,expressionless face,無表情,,3,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,1,40,independent,independent,1,expressionless face,無表情;顔;目を閉じた無表情,横線の目;まっすぐな口;黄色;平ら;眠そう,返信;チャット;SNS;呆れ;疲れ;反応薄い時,無反応;呆れ;退屈;うんざり;諦め;沈黙,疲れた;呆れる;だるい;冷めた;眠い;無感情,黙る;呆れる;流す;反応しない,,無表情;顔;目を閉じた無表情;横線の目;まっすぐな口;黄色;平ら;眠そう;返信;チャット;SNS;呆れ;疲れ;反応薄い時;無反応;退屈;うんざり;諦め;沈黙;疲れた;だるい;冷めた;眠い;無感情;黙る;流す;反応しない,無表情;顔;目を閉じた無表情;無反応;呆れ;退屈;うんざり;諦め;沈黙,返信;チャット;SNS;呆れ;疲れ;反応薄い時;黙る;呆れる;流す;反応しない,横線の目;まっすぐな口;黄色;平ら;眠そう;疲れた;呆れる;だるい;冷めた;眠い;無感情,顔文字と感情;中立・疑いの顔,,
41,😶,1F636,face without mouth,口のない顔,,3,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,1,41,independent,independent,1,face without mouth,口のない顔;無口;顔,口なし;丸い目;黄色;何もない;無表情,返信;チャット;SNS;言葉がない時;秘密;驚き,言葉を失う;沈黙;無言;言えない;空白;反応不能,困る;気まずい;驚く;不安;ぼんやり,黙る;言葉を失う;反応できない,,口のない顔;無口;顔;口なし;丸い目;黄色;何もない;無表情;返信;チャット;SNS;言葉がない時;秘密;驚き;言葉を失う;沈黙;無言;言えない;空白;反応不能;困る;気まずい;不安;ぼんやり;黙る;反応できない,口のない顔;無口;顔;言葉を失う;沈黙;無言;言えない;空白;反応不能,返信;チャット;SNS;言葉がない時;秘密;驚き;黙る;言葉を失う;反応できない,口なし;丸い目;黄色;何もない;無表情;困る;気まずい;驚く;不安;ぼんやり,顔文字と感情;中立・疑いの顔,,
42,🫥,1FAE5,dotted line face,点線の顔,,3,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,14,42,independent,independent,1,dotted line face,点線の顔;顔;消えそうな顔,点線;薄い線;透明;黄色;ぼんやり,返信;チャット;SNS;存在感が薄い時;落ち込み;気まずい時,消えたい;存在感なし;影が薄い;透明人間;フェードアウト,気まずい;恥ずかしい;落ち込む;不安;ぼんやり;消えたい,消える;隠れる;薄くなる;黙る,ネット表現,点線の顔;顔;消えそうな顔;点線;薄い線;透明;黄色;ぼんやり;返信;チャット;SNS;存在感が薄い時;落ち込み;気まずい時;消えたい;存在感なし;影が薄い;透明人間;フェードアウト;恥ずかしい;落ち込む;不安;隠れる;薄くなる;黙る;ネット表現,点線の顔;顔;消えそうな顔;消えたい;存在感なし;影が薄い;透明人間;フェードアウト,返信;チャット;SNS;存在感が薄い時;落ち込み;気まずい時;消える;隠れる;薄くなる;黙る;ネット表現,点線;薄い線;透明;黄色;ぼんやり;気まずい;恥ずかしい;落ち込む;不安;消えたい,顔文字と感情;中立・疑いの顔,,
43,😶‍🌫️,1F636;200D;1F32B;FE0F,face in clouds,雲の中の顔,,3,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,13.1,43,independent,independent,1,face in clouds,雲の中の顔;顔;霧の顔,雲;霧;白いもや;口なし;ぼんやり,返信;チャット;SNS;混乱;眠い時;ぼんやりした時,もやもや;混乱;見えない;ぼんやり;現実逃避;頭が回らない,不安;ぼんやり;眠い;混乱;疲れた;ふわふわ,ぼんやりする;迷う;隠れる;考え込む,,雲の中の顔;顔;霧の顔;雲;霧;白いもや;口なし;ぼんやり;返信;チャット;SNS;混乱;眠い時;ぼんやりした時;もやもや;見えない;現実逃避;頭が回らない;不安;眠い;疲れた;ふわふわ;迷う;隠れる;考え込む,雲の中の顔;顔;霧の顔;もやもや;混乱;見えない;ぼんやり;現実逃避;頭が回らない,返信;チャット;SNS;混乱;眠い時;ぼんやりした時;ぼんやりする;迷う;隠れる;考え込む,雲;霧;白いもや;口なし;ぼんやり;不安;眠い;混乱;疲れた;ふわふわ,顔文字と感情;中立・疑いの顔,,
