id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,tags_ja,scenes_ja,tone_ja,assoc_ja,en_flag,importance
62,🤢,1F922,nauseated face,吐き気を催している顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,3,体調;つらい;具合の悪い顔;吐きそう;吐き気を催している顔;気持ち悪い;病気;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;具合の悪い顔;吐きそう;吐き気を催している顔;気持ち悪い;病気;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,3
63,🤮,1F92E,face vomiting,嘔吐する顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,5,体調;つらい;げろ;吐く;嘔吐する顔;気持ち悪い;病気;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;げろ;吐く;嘔吐する顔;気持ち悪い;病気;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,3
64,🤧,1F927,sneezing face,くしゃみする顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,3,体調;つらい;くしゃみ;くしゃみする顔;花粉症;風邪;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;くしゃみ;くしゃみする顔;花粉症;風邪;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,3
65,🥵,1F975,hot face,暑い顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,11,体調;つらい;暑い顔;暑さ;死にそう;汗;熱中症;発熱;舌を出した顔;赤い顔;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;暑い顔;暑さ;死にそう;汗;熱中症;発熱;舌を出した顔;赤い顔;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,3
66,🥶,1F976,cold face,寒い顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,11,体調;つらい;しもやけ;つらら;凍え;寒い顔;寒さ;氷点下;青;青い顔;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;しもやけ;つらら;凍え;寒い顔;寒さ;氷点下;青;青い顔;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,3
67,🥴,1F974,woozy face,ふらふらの顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,11,体調;つらい;うつろな目;ふらふらの顔;べろんべろん;ほろ酔い;めまい;中毒;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;うつろな目;ふらふらの顔;べろんべろん;ほろ酔い;めまい;中毒;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,3
68,😵,1F635,face with crossed-out eyes,めまい,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,0.6,体調;つらい;ふらふら;めまい;疲れた;病気;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;ふらふら;めまい;疲れた;病気;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,3
69,😵‍💫,1F635 200D 1F4AB,face with spiral eyes,目を回した顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,13.1,体調;つらい;くらくら;ふらふら;めまい;渦巻き;目がぐるぐる;目が回る;目を回した顔;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;くらくら;ふらふら;めまい;渦巻き;目がぐるぐる;目が回る;目を回した顔;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,3
70,🤯,1F92F,exploding head,頭爆発,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,5,体調;つらい;ショック;びっくり;ぼんっ;爆発;頭爆発;驚き;欠席;遅刻;疲れ;会話向き;弱い;不調;辛い,会話;リアクション;体調不良;看病;病院,感情的;暗い,体調;つらい;ショック;びっくり;ぼんっ;爆発;頭爆発;驚き;会話;リアクション;体調不良;看病;病院;欠席;遅刻;疲れ;感情的;会話向き;弱い;不調;辛い;暗い,,2
71,🤠,1F920,cowboy hat face,カウボーイの顔,Smileys & Emotion,顔文字と感情,face-hat,帽子の顔,3,カウガール;カウボーイ;カウボーイの顔;帽子;会話向き,会話;リアクション,感情的,カウガール;カウボーイ;カウボーイの顔;帽子;会話;リアクション;感情的;会話向き,,3
72,🥳,1F973,partying face,パーティーの顔,Smileys & Emotion,顔文字と感情,face-hat,帽子の顔,11,おめでとう;パーティーの顔;ハッピーバースデー;帽子;笛;祝福;会話向き,お祝い;パーティー;誕生日;成功;挨拶;雑談;会話;リアクション,明るい;親しみ;感情的,おめでとう;お祝い;パーティー;パーティーの顔;ハッピーバースデー;帽子;笑顔;笛;誕生日;成功;挨拶;雑談;会話;リアクション;祝福;明るい;親しみ;感情的;会話向き,,3
73,🥸,1F978,disguised face,変装した顔,Smileys & Emotion,顔文字と感情,face-hat,帽子の顔,13,ひげ;メガネ;仮装;口ひげ;変装;変装した顔;会話向き,会話;リアクション,感情的,ひげ;メガネ;仮装;口ひげ;変装;変装した顔;会話;リアクション;感情的;会話向き,,3
74,😎,1F60E,smiling face with sunglasses,サングラスで笑顔,Smileys & Emotion,顔文字と感情,face-glasses,眼鏡の顔,1,眼鏡;クール;サングラス;サングラスで笑顔;スマイル;会話向き,挨拶;雑談;会話;リアクション,明るい;親しみ;感情的,眼鏡;笑顔;クール;サングラス;サングラスで笑顔;スマイル;挨拶;雑談;会話;リアクション;明るい;親しみ;感情的;会話向き,,3
75,🤓,1F913,nerd face,オタク,Smileys & Emotion,顔文字と感情,face-glasses,眼鏡の顔,1,眼鏡;エキスパート;オタク;ガリ勉;マニア;メガネ;優等生;利口;知的;秀才;会話向き,会話;リアクション,感情的,眼鏡;エキスパート;オタク;ガリ勉;マニア;メガネ;優等生;利口;知的;秀才;会話;リアクション;感情的;会話向き,,3
76,🧐,1F9D0,face with monocle,モノクルを付けた顔,Smileys & Emotion,顔文字と感情,face-glasses,眼鏡の顔,5,眼鏡;メガネ;モノクルを付けた顔;片眼鏡;考える;会話向き,会話;リアクション,上品;感情的,眼鏡;メガネ;モノクルを付けた顔;上品;片眼鏡;考える;会話;リアクション;感情的;会話向き,,3
77,😕,1F615,confused face,混乱,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,1,心配;しかめ面;ふーん;わからない;困惑;混乱;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;しかめ面;ふーん;わからない;困惑;混乱;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
78,🫤,1FAE4,face with diagonal mouth,口が斜めの顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,14,心配;不信;不満;口が斜めの顔;困惑;無関心;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;無気力;しんみり;感情的,悲しい;心配;不信;不満;口が斜めの顔;困惑;無気力;無関心;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
79,😟,1F61F,worried face,悩む顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,1,心配;困った;悩む顔;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;困った;悩む顔;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
80,🙁,1F641,slightly frowning face,少し困った顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,1,心配;しかめ面;困った;少し困った;少し困った顔;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;しかめ面;困った;少し困った;少し困った顔;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
81,☹️,2639 FE0F,frowning face,しかめ顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,0.7,心配;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
82,😮,1F62E,face with open mouth,口が開いた顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,1,心配;へー;信じられない;共感;口が開いた顔;驚き;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;へー;信じられない;共感;口が開いた顔;驚き;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
83,😯,1F62F,hushed face,ぽかーん,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,1,心配;すごいね;びっくり;びっくり顔;ぽかーん;驚き;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;すごいね;びっくり;びっくり顔;ぽかーん;驚き;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
84,😲,1F632,astonished face,びっくり,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,0.6,心配;えーっ;びっくり;びっくりした顔;まさか;驚き;驚愕;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;えーっ;びっくり;びっくりした顔;まさか;驚き;驚愕;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
85,😳,1F633,flushed face,赤面,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,0.6,心配;えーっ;とまどい;赤くなる;赤面;驚き;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;えーっ;とまどい;赤くなる;赤面;驚き;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
86,🫪,1FAEA,distorted face,ゆがんだ顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,17,心配;あぜん;ショック;ぼう然;不安;膨れた;驚いた;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;あぜん;ショック;ぼう然;不安;膨れた;驚いた;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
87,🥺,1F97A,pleading face,訴えるような顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,11,心配;ぴえん;大きな目;子犬の目;悲しみ;情け;懇願;訴えるような顔;別れ;失敗;弱い;会話向き,お願い;会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;お願い;ぴえん;大きな目;子犬の目;悲しみ;情け;懇願;訴えるような顔;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
88,🥹,1F979,face holding back tears,涙をこらえた顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,14,心配;うるうる;嬉し泣き;懇願;泣き顔;涙;涙をこらえた顔;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;うるうる;嬉し泣き;懇願;泣き顔;涙;涙をこらえた顔;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
89,😦,1F626,frowning face with open mouth,あきれ顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,1,心配;あきれ顔;しかめ面;しかめ顔;ぽかーん;不本意;不満;口を開けた顔;呆然;驚き;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;あきれ顔;しかめ面;しかめ顔;ぽかーん;不本意;不満;口を開けた顔;呆然;驚き;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
90,😧,1F627,anguished face,苦悩,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,1,心配;困った顔;苦悩;苦悶;驚き;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;困った顔;苦悩;苦悶;驚き;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
91,😨,1F628,fearful face,青ざめ,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,0.6,心配;がーん;不安;怖い;青ざめ;青ざめた顔;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;がーん;不安;怖い;青ざめ;青ざめた顔;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
92,😰,1F630,anxious face with sweat,冷や汗青ざめ,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,0.6,心配;汗;焦る;冷や汗;冷や汗青ざめ;寒い;青い顔;青ざめ;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;汗;焦る;冷や汗;冷や汗青ざめ;寒い;青い顔;青ざめ;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
93,😥,1F625,sad but relieved face,どうしよう,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,0.6,心配;どうしよう;困った;汗;別れ;失敗;弱い;会話向き,会話;リアクション,悲しい;しんみり;感情的,悲しい;心配;どうしよう;困った;汗;別れ;失敗;会話;リアクション;しんみり;弱い;感情的;会話向き,,3
94,😢,1F622,crying face,泣き顔,Smileys & Emotion,顔文字と感情,face-concerned,心配な顔,0.6,涙;残念;つらい;心配;泣く;ひどい;泣き顔;別れ;失敗;悲報;共感;弱い;会話向き,謝罪;会話;リアクション,悲しい;寂しい;しんみり;素直;感情的,悲しい;涙;残念;寂しい;つらい;心配;泣く;ひどい;泣き顔;謝罪;別れ;失敗;悲報;共感;会話;リアクション;弱い;しんみり;素直;感情的;会話向き,,3
