id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,importance,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key
40,😑,1F611,expressionless face,無表情,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,1,3,無表情;顔;目を閉じた無表情,横線の目;まっすぐな口;黄色;平ら;眠そう,返信;チャット;SNS;呆れ;疲れ;反応薄い時,無反応;呆れ;退屈;うんざり;諦め;沈黙,疲れた;呆れる;だるい;冷めた;眠い;無感情,黙る;呆れる;流す;反応しない,,無表情;顔;目を閉じた無表情;横線の目;まっすぐな口;黄色;平ら;眠そう;返信;チャット;SNS;呆れ;疲れ;反応薄い時;無反応;退屈;うんざり;諦め;沈黙;疲れた;だるい;冷めた;眠い;無感情;黙る;流す;反応しない;真顔,40,independent,independent,1,expressionless face
41,😶,1F636,face without mouth,口のない顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,1,3,口のない顔;無口;顔,口なし;丸い目;黄色;何もない;無表情,返信;チャット;SNS;言葉がない時;秘密;驚き,言葉を失う;沈黙;無言;言えない;空白;反応不能,困る;気まずい;驚く;不安;ぼんやり,黙る;言葉を失う;反応できない,,口のない顔;無口;顔;口なし;丸い目;黄色;何もない;無表情;返信;チャット;SNS;言葉がない時;秘密;驚き;言葉を失う;沈黙;無言;言えない;空白;反応不能;困る;気まずい;不安;ぼんやり;黙る;反応できない;真顔;戸惑い,41,independent,independent,1,face without mouth
42,🫥,1FAE5,dotted line face,点線の顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,14,3,点線の顔;顔;消えそうな顔,点線;薄い線;透明;黄色;ぼんやり,返信;チャット;SNS;存在感が薄い時;落ち込み;気まずい時,消えたい;存在感なし;影が薄い;透明人間;フェードアウト,気まずい;恥ずかしい;落ち込む;不安;ぼんやり;消えたい,消える;隠れる;薄くなる;黙る,ネット表現,点線の顔;顔;消えそうな顔;点線;薄い線;透明;黄色;ぼんやり;返信;チャット;SNS;存在感が薄い時;落ち込み;気まずい時;消えたい;存在感なし;影が薄い;透明人間;フェードアウト;恥ずかしい;落ち込む;不安;隠れる;薄くなる;黙る;ネット表現,42,independent,independent,1,dotted line face
43,😶‍🌫️,1F636 200D 1F32B FE0F,face in clouds,雲の中の顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,13.1,3,雲の中の顔;顔;霧の顔,雲;霧;白いもや;口なし;ぼんやり,返信;チャット;SNS;混乱;眠い時;ぼんやりした時,もやもや;混乱;見えない;ぼんやり;現実逃避;頭が回らない,不安;ぼんやり;眠い;混乱;疲れた;ふわふわ,ぼんやりする;迷う;隠れる;考え込む,,雲の中の顔;顔;霧の顔;雲;霧;白いもや;口なし;ぼんやり;返信;チャット;SNS;混乱;眠い時;ぼんやりした時;もやもや;見えない;現実逃避;頭が回らない;不安;眠い;疲れた;ふわふわ;迷う;隠れる;考え込む,43,independent,independent,1,face in clouds
44,😏,1F60F,smirking face,薄笑いをする顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,0.6,3,薄笑い;にやり顔;顔,片側の口;横目;にやり;黄色;歪んだ笑み,返信;チャット;SNS;冗談;からかい;自慢;意味深,にやり;意味深;余裕;皮肉;企み;自信,得意;面白い;ずるい;余裕;挑発的,にやりと笑う;からかう;挑発する;ほのめかす,,薄笑い;にやり顔;顔;片側の口;横目;にやり;黄色;歪んだ笑み;返信;チャット;SNS;冗談;からかい;自慢;意味深;余裕;皮肉;企み;自信;得意;面白い;ずるい;挑発的;にやりと笑う;挑発する;ほのめかす;嘘,44,independent,independent,1,smirking face
45,😒,1F612,unamused face,しらけた,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,0.6,3,しらけた顔;不満顔;顔,横目;下がった口;黄色;不機嫌;半目,返信;チャット;SNS;不満;呆れ;微妙な反応,しらける;不満;呆れ;納得できない;冷める;退屈,不満;つまらない;呆れる;冷めた;むっとする,しらける;呆れる;疑う;流す,,しらけた顔;不満顔;顔;横目;下がった口;黄色;不機嫌;半目;返信;チャット;SNS;不満;呆れ;微妙な反応;しらける;納得できない;冷める;退屈;つまらない;むっとする;疑う;流す;嫌い;嫉妬;嫌悪,45,independent,independent,1,unamused face
46,🙄,1F644,face with rolling eyes,上を見る顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,1,3,上を見る顔;目を回す顔;顔,上目;白目;丸い目;黄色;口,返信;チャット;SNS;呆れ;ツッコミ;うんざり,呆れ;うんざり;皮肉;またか;信じられない;面倒,呆れる;疲れる;不満;冷めた;面倒くさい,目を回す;呆れる;ツッコむ;流す,ネット表現,上を見る顔;目を回す顔;顔;上目;白目;丸い目;黄色;口;返信;チャット;SNS;呆れ;ツッコミ;うんざり;皮肉;またか;信じられない;面倒;疲れる;不満;冷めた;面倒くさい;目を回す;ツッコむ;流す;ネット表現,46,independent,independent,1,face with rolling eyes
47,😬,1F62C,grimacing face,しかめ面,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,1,3,しかめ面;歯を見せる顔;顔,歯;横長の口;丸い目;黄色;こわばる,返信;チャット;SNS;失敗;気まずい;緊張;謝る,気まずい;やばい;失敗;緊張;ひやひや;苦笑い,気まずい;不安;緊張;困る;焦る,歯を食いしばる;こわばる;耐える;謝る,,しかめ面;歯を見せる顔;顔;歯;横長の口;丸い目;黄色;こわばる;返信;チャット;SNS;失敗;気まずい;緊張;謝る;やばい;ひやひや;苦笑い;不安;困る;焦る;歯を食いしばる;耐える;ダサい;つまらない;普通;複雑;難しい,47,independent,independent,1,grimacing face
48,😮‍💨,1F62E 200D 1F4A8,face exhaling,息を吐く顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,13.1,3,息を吐く顔;ため息;顔,息;白い息;丸い口;閉じた目;黄色,返信;チャット;SNS;疲れた時;安心した時;落ち着く時,ため息;安堵;疲労;解放;一息;脱力,疲れた;ほっとする;安心;しんどい;落ち着く,息を吐く;ため息をつく;休む;落ち着く,,息を吐く顔;ため息;顔;息;白い息;丸い口;閉じた目;黄色;返信;チャット;SNS;疲れた時;安心した時;落ち着く時;安堵;疲労;解放;一息;脱力;疲れた;ほっとする;安心;しんどい;息を吐く;ため息をつく;休む;落ち着く,48,independent,independent,1,face exhaling
49,🤥,1F925,lying face,うそつきの顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,3,3,うそつきの顔;鼻が伸びた顔;顔,長い鼻;伸びた鼻;丸い目;黄色;ピノキオ,嘘;冗談;チャット;返信;SNS;疑い;言い訳,嘘;ごまかし;信用できない;ピノキオ;作り話;怪しい,気まずい;怪しい;後ろめたい;困る,嘘をつく;ごまかす;隠す;疑う,ピノキオ;童話,うそつきの顔;鼻が伸びた顔;顔;長い鼻;伸びた鼻;丸い目;黄色;ピノキオ;嘘;冗談;チャット;返信;SNS;疑い;言い訳;ごまかし;信用できない;作り話;怪しい;気まずい;後ろめたい;困る;嘘をつく;ごまかす;隠す;童話,49,independent,independent,1,lying face
50,🫨,1FAE8,shaking face,震えている顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,15,3,震えている顔;揺れる顔;顔,揺れ線;震え;波線;丸い目;黄色,驚き;怖い時;地震;衝撃;チャット;返信;SNS,衝撃;動揺;パニック;揺れ;恐怖;びっくり,怖い;驚く;不安;焦る;動揺する,震える;揺れる;驚く;動揺する,,震えている顔;揺れる顔;顔;揺れ線;震え;波線;丸い目;黄色;驚き;怖い時;地震;衝撃;チャット;返信;SNS;動揺;パニック;揺れ;恐怖;びっくり;怖い;不安;焦る;震える;揺れる;驚く;動揺する,50,independent,independent,1,shaking face
51,🙂‍↔️,1F642 200D 2194 FE0F,head shaking horizontally,首を横に振る顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,15.1,2,首を横に振る顔;横に振る顔;顔,左右矢印;横向き;笑顔;黄色;揺れ,返信;チャット;SNS;否定;断る;違う時;確認,いいえ;否定;違う;拒否;首を振る;ノー,穏やか;控えめ;困る;遠慮,首を横に振る;断る;否定する;違うと言う,,首を横に振る顔;横に振る顔;顔;左右矢印;横向き;笑顔;黄色;揺れ;返信;チャット;SNS;否定;断る;違う時;確認;いいえ;違う;拒否;首を振る;ノー;穏やか;控えめ;困る;遠慮;首を横に振る;否定する;違うと言う,51,independent,independent,1,head shaking horizontally
52,🙂‍↕️,1F642 200D 2195 FE0F,head shaking vertically,うなずく顔,Smileys & Emotion,顔文字と感情,face-neutral-skeptical,中立・疑いの顔,15.1,2,うなずく顔;首を縦に振る顔;顔,上下矢印;縦向き;笑顔;黄色;揺れ,返信;チャット;SNS;了解;同意;確認;返事,はい;同意;了解;承認;納得;首を縦に振る,穏やか;安心;前向き;納得,うなずく;同意する;了解する;返事する,,うなずく顔;首を縦に振る顔;顔;上下矢印;縦向き;笑顔;黄色;揺れ;返信;チャット;SNS;了解;同意;確認;返事;はい;承認;納得;首を縦に振る;穏やか;安心;前向き;うなずく;同意する;了解する;返事する,52,independent,independent,1,head shaking vertically
53,😌,1F60C,relieved face,ほっとした顔,Smileys & Emotion,顔文字と感情,face-sleepy,眠い顔,0.6,3,ほっとした顔;安心した顔;顔,閉じた目;小さな笑顔;黄色;穏やか,返信;チャット;SNS;一安心;終わった後;休憩;お礼,安堵;安心;解放;一息;落ち着き;平和,ほっとする;安心;穏やか;嬉しい;落ち着く;やさしい,安心する;息をつく;休む;落ち着く,,ほっとした顔;安心した顔;顔;閉じた目;小さな笑顔;黄色;穏やか;返信;チャット;SNS;一安心;終わった後;休憩;お礼;安堵;安心;解放;一息;落ち着き;平和;ほっとする;嬉しい;落ち着く;やさしい;安心する;息をつく;休む;お疲れ様;休日;週末;ヨガ;瞑想,53,independent,independent,1,relieved face
54,😔,1F614,pensive face,しょぼーん,Smileys & Emotion,顔文字と感情,face-sleepy,眠い顔,0.6,3,しょぼーん;落ち込む顔;顔,下向き;閉じた目;小さな口;黄色;うつむく,返信;チャット;SNS;失敗;謝る;残念;落ち込み,反省;後悔;落胆;しょんぼり;元気がない,悲しい;落ち込む;残念;寂しい;申し訳ない;元気ない,落ち込む;反省する;謝る;うつむく,,しょぼーん;落ち込む顔;顔;下向き;閉じた目;小さな口;黄色;うつむく;返信;チャット;SNS;失敗;謝る;残念;落ち込み;反省;後悔;落胆;しょんぼり;元気がない;悲しい;寂しい;申し訳ない;落ち込む;反省する;ごめん;切ない;孤独;ぼっち;虚しい;挫折;敗北,54,independent,independent,1,pensive face
55,😪,1F62A,sleepy face,眠い,Smileys & Emotion,顔文字と感情,face-sleepy,眠い顔,0.6,3,眠い顔;寝ぼけ顔;顔;鼻ちょうちん,鼻ちょうちん;閉じた目;しずく;黄色;眠そう,睡眠;夜;寝る前;返信;チャット;SNS;疲れた時,眠気;睡眠不足;うとうと;休みたい;疲労,眠い;疲れた;だるい;ぼんやり;静か,眠る;寝る;うとうとする;休む,漫画表現,眠い顔;寝ぼけ顔;顔;鼻ちょうちん;閉じた目;しずく;黄色;眠そう;睡眠;夜;寝る前;返信;チャット;SNS;疲れた時;眠気;睡眠不足;うとうと;休みたい;疲労;眠い;疲れた;だるい;ぼんやり;静か;眠る;寝る;休む;漫画表現;お疲れ様;休日;週末,55,independent,independent,1,sleepy face
56,🤤,1F924,drooling face,よだれを垂らした顔,Smileys & Emotion,顔文字と感情,face-sleepy,眠い顔,3,3,よだれ顔;よだれ;顔,よだれ;開いた口;閉じた目;黄色;とろける,食事;料理;おやつ;欲しい物;睡眠;チャット;SNS,食欲;欲しい;うっとり;夢見心地;おいしそう;誘惑,おいしそう;欲しい;幸せ;ぼんやり;うっとり,よだれを垂らす;食べたい;眠る;夢見る,グルメ,よだれ顔;よだれ;顔;開いた口;閉じた目;黄色;とろける;食事;料理;おやつ;欲しい物;睡眠;チャット;SNS;食欲;欲しい;うっとり;夢見心地;おいしそう;誘惑;幸せ;ぼんやり;よだれを垂らす;食べたい;眠る;夢見る;グルメ,56,independent,independent,1,drooling face
57,😴,1F634,sleeping face,寝る,Smileys & Emotion,顔文字と感情,face-sleepy,眠い顔,1,3,寝る顔;眠る顔;顔;睡眠,Zzz;閉じた目;小さな口;黄色;寝息,睡眠;夜;寝る前;おやすみ;休憩;疲れた時;チャット,眠気;就寝;休息;夢;おやすみ;充電,眠い;疲れた;穏やか;静か;安心,寝る;眠る;休む;寝落ちする,おやすみ,寝る顔;眠る顔;顔;睡眠;Zzz;閉じた目;小さな口;黄色;寝息;夜;寝る前;おやすみ;休憩;疲れた時;チャット;眠気;就寝;休息;夢;充電;眠い;疲れた;穏やか;静か;安心;寝る;眠る;休む;寝落ちする;お疲れ様;休日;週末,57,independent,independent,1,sleeping face
58,🫩,1FAE9,face with bags under eyes,目にクマがある顔,Smileys & Emotion,顔文字と感情,face-sleepy,眠い顔,16,3,目にクマがある顔;疲れ顔;顔;クマ,目のクマ;疲れ目;青白い;たるみ;眠そう,徹夜;仕事;勉強;睡眠不足;疲れた時;返信;チャット,限界;疲労;寝不足;徹夜明け;消耗;体力切れ,疲れた;眠い;しんどい;だるい;ぼろぼろ;つらい,徹夜する;疲れる;眠る;休む,仕事;勉強,目にクマがある顔;疲れ顔;顔;クマ;目のクマ;疲れ目;青白い;たるみ;眠そう;徹夜;仕事;勉強;睡眠不足;疲れた時;返信;チャット;限界;疲労;寝不足;徹夜明け;消耗;体力切れ;疲れた;眠い;しんどい;だるい;ぼろぼろ;つらい;徹夜する;休む,58,independent,independent,1,face with bags under eyes
59,😷,1F637,face with medical mask,マスク顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,0.6,3,マスク顔;マスク;顔,白いマスク;目;黄色;口元を覆う,病気;風邪;花粉症;感染対策;病院;外出;返信,予防;体調不良;感染対策;衛生;休みたい;隔離,しんどい;不安;具合が悪い;用心深い;静か,マスクをする;予防する;休む;咳をする,医療;衛生,マスク顔;マスク;顔;白いマスク;目;黄色;口元を覆う;病気;風邪;花粉症;感染対策;病院;外出;返信;予防;体調不良;衛生;休みたい;隔離;しんどい;不安;具合が悪い;用心深い;静か;マスクをする;予防する;休む;咳をする;医療;早退,59,independent,independent,1,face with medical mask
60,🤒,1F912,face with thermometer,熱がある顔,Smileys & Emotion,顔文字と感情,face-unwell,体調の悪い顔,1,3,熱がある顔;発熱;顔;体温計,体温計;赤い頬;閉じた目;黄色;汗,病気;風邪;発熱;病院;体調不良;休み;連絡,熱;高熱;体調不良;ダウン;休養;看病,しんどい;つらい;だるい;不安;弱っている,熱を測る;寝込む;休む;看病する,医療,熱がある顔;発熱;顔;体温計;赤い頬;閉じた目;黄色;汗;病気;風邪;病院;体調不良;休み;連絡;熱;高熱;ダウン;休養;看病;しんどい;つらい;だるい;不安;弱っている;熱を測る;寝込む;休む;医療,60,independent,independent,1,face with thermometer
